customer_id,age,region,signup_date,acquisition_channel,acquisition_campaign_id
CUST006094,44,West,2021-01-26,Social Media,CAMP20
CUST006095,36,Central,2021-10-07,Email,CAMP05
CUST006096,55,West,2023-08-17,Social Media,CAMP23
CUST006097,57,North,2023-11-19,Organic,
CUST006098,71,Central,2023-07-30,Organic,
CUST006099,63,South,2021-11-06,Email,CAMP10
CUST006100,32,West,2025-01-18,Organic,
CUST006101,29,Central,2022-08-24,Email,CAMP06
CUST006102,69,South,2025-01-08,Social Media,CAMP25
CUST006103,46,South,2025-06-17,Paid Search,CAMP15
CUST006104,23,North,2024-04-17,Organic,
CUST006105,65,Central,2025-01-26,Paid Search,CAMP18
CUST006106,55,East,2021-10-11,Organic,
CUST006107,19,West,2022-05-05,Paid Search,CAMP11
CUST006108,63,North,2023-10-19,Paid Search,CAMP18
CUST006109,53,North,2023-02-07,Social Media,CAMP23
CUST006110,53,North,2025-06-06,Paid Search,CAMP13
CUST006111,68,West,2025-10-09,Organic,
CUST006112,46,North,2021-10-25,Email,CAMP08
CUST006113,44,Central,2025-10-08,Social Media,CAMP21
CUST006114,53,West,2025-04-15,Paid Search,CAMP14
CUST006115,29,Central,2022-05-20,Paid Search,CAMP14
CUST006116,26,South,2021-06-01,Social Media,CAMP23
CUST006117,66,East,2022-11-30,Paid Search,CAMP11
CUST006118,30,North,2025-10-25,Paid Search,CAMP13
CUST006119,47,East,2021-02-06,Organic,
CUST006120,33,East,2025-10-29,Social Media,CAMP19
CUST006121,31,North,2022-03-01,Social Media,CAMP24
CUST006122,52,Central,2025-12-02,Paid Search,CAMP18
CUST006123,64,North,2023-10-07,Social Media,CAMP22
CUST006124,43,South,2022-09-15,Organic,
CUST006125,26,East,2024-04-07,Email,CAMP01
CUST006126,32,East,2025-04-08,Email,CAMP05
CUST006127,27,North,2022-08-25,Email,CAMP03
CUST006128,69,Central,2022-09-19,Social Media,CAMP21
CUST006129,36,North,2024-05-24,Email,CAMP05
CUST006130,39,East,2021-07-04,Paid Search,CAMP12
CUST006131,22,North,2024-06-19,Organic,
CUST006132,43,North,2023-02-27,Email,CAMP08
CUST006133,71,East,2022-05-25,Paid Search,CAMP16
CUST006134,41,West,2025-01-04,Social Media,CAMP20
CUST006135,55,East,2024-02-05,Email,CAMP02
CUST006136,28,South,2021-02-14,Email,CAMP08
CUST006137,26,North,2025-10-14,Social Media,CAMP23
CUST006138,60,Central,2023-03-17,Email,CAMP09
CUST006139,21,North,2021-01-06,Email,CAMP03
CUST006140,44,East,2024-01-06,Social Media,CAMP21
CUST006141,36,North,2022-09-25,Social Media,CAMP22
CUST006142,18,North,2025-01-29,Organic,
CUST006143,48,North,2024-05-30,Paid Search,CAMP11
CUST006144,73,North,2022-04-01,Email,CAMP05
CUST006145,22,East,2025-05-30,Email,CAMP05
CUST006146,65,South,2021-07-20,Paid Search,CAMP12
CUST006147,49,West,2022-09-30,Email,CAMP02
CUST006148,59,North,2022-01-06,Social Media,CAMP20
CUST006149,23,East,2022-02-25,Social Media,CAMP19
CUST006150,68,East,2024-01-23,Organic,
CUST006151,18,North,2025-01-04,Paid Search,CAMP14
CUST006152,70,North,2024-02-03,Paid Search,CAMP14
CUST006153,56,North,2021-03-04,Email,CAMP10
CUST006154,37,North,2022-10-20,Organic,
CUST006155,18,South,2023-11-05,Email,CAMP07
CUST006156,53,North,2023-08-03,Email,CAMP07
CUST006157,23,South,2023-06-08,Email,CAMP08
CUST006158,53,East,2022-11-13,Social Media,CAMP20
CUST006159,62,East,2021-08-25,Social Media,CAMP24
CUST006160,33,North,2021-06-15,Email,CAMP02
CUST006161,31,East,2021-01-13,Email,CAMP08
CUST006162,30,South,2021-06-14,Organic,
CUST006163,31,Central,2024-10-13,Social Media,CAMP21
CUST006164,24,North,2023-07-18,Paid Search,CAMP18
CUST006165,32,North,2025-02-19,Paid Search,CAMP16
CUST006166,56,West,2025-08-25,Email,CAMP02
CUST006167,35,South,2021-02-17,Email,CAMP09
CUST006168,63,North,2023-03-10,Organic,
CUST006169,65,Central,2022-07-25,Social Media,CAMP22
CUST006170,62,East,2023-08-11,Email,CAMP04
CUST006171,49,East,2024-07-01,Social Media,CAMP21
CUST006172,36,North,2025-01-16,Email,CAMP09
CUST006173,71,South,2023-06-07,Email,CAMP07
CUST006174,29,South,2023-09-23,Organic,
CUST006175,44,West,2021-03-06,Social Media,CAMP22
CUST006176,44,South,2021-04-10,Email,CAMP05
CUST006177,61,East,2022-10-24,Paid Search,CAMP15
CUST006178,49,Central,2022-11-18,Organic,
CUST006179,64,Central,2023-03-26,Paid Search,CAMP16
CUST006180,71,North,2021-02-10,Email,CAMP05
CUST006181,40,East,2022-03-19,Paid Search,CAMP18
CUST006182,68,West,2025-08-07,Organic,
CUST006183,27,West,2021-03-21,Email,CAMP06
CUST006184,71,Central,2025-11-25,Paid Search,CAMP14
CUST006185,28,West,2024-07-21,Email,CAMP01
CUST006186,67,West,2022-02-13,Organic,
CUST006187,40,North,2025-01-13,Social Media,CAMP21
CUST006188,73,East,2023-09-22,Paid Search,CAMP16
CUST006189,25,East,2023-07-23,Email,CAMP02
CUST006190,44,West,2021-05-20,Social Media,CAMP19
CUST006191,70,East,2024-01-02,Paid Search,CAMP14
CUST006192,20,South,2022-02-08,Paid Search,CAMP15
CUST006193,33,East,2022-08-24,Paid Search,CAMP12
CUST006194,22,Central,2021-06-09,Email,CAMP08
CUST006195,36,South,2024-10-29,Email,CAMP06
CUST006196,40,West,2021-01-08,Paid Search,CAMP17
CUST006197,53,East,2024-01-20,Email,CAMP06
CUST006198,32,East,2024-04-07,Social Media,CAMP23
CUST006199,27,South,2023-05-14,Email,CAMP05
CUST006200,27,East,2023-03-08,Organic,
CUST006201,72,West,2022-10-03,Email,CAMP10
CUST006202,73,North,2024-06-23,Email,CAMP06
CUST006203,30,Central,2024-08-15,Social Media,CAMP21
CUST006204,29,West,2025-11-06,Social Media,CAMP21
CUST006205,21,South,2021-03-01,Email,CAMP09
CUST006206,73,North,2025-06-24,Email,CAMP04
CUST006207,58,North,2023-05-11,Email,CAMP04
CUST006208,62,North,2021-03-07,Social Media,CAMP20
CUST006209,34,North,2025-08-22,Paid Search,CAMP14
CUST006210,55,North,2023-01-17,Email,CAMP02
CUST006211,21,Central,2024-02-29,Organic,
CUST006212,57,East,2025-09-05,Paid Search,CAMP14
CUST006213,51,West,2024-05-01,Email,CAMP01
CUST006214,37,East,2025-10-24,Social Media,CAMP24
CUST006215,59,East,2022-06-23,Email,CAMP06
CUST006216,55,Central,2024-08-14,Email,CAMP06
CUST006217,43,South,2021-07-08,Paid Search,CAMP18
CUST006218,28,West,2022-04-08,Email,CAMP05
CUST006219,19,Central,2022-02-06,Paid Search,CAMP12
CUST006220,72,Central,2023-02-26,Social Media,CAMP24
CUST006221,34,East,2021-06-07,Social Media,CAMP22
CUST006222,35,Central,2022-05-31,Organic,
CUST006223,57,East,2021-03-27,Email,CAMP04
CUST006224,32,South,2022-04-09,Paid Search,CAMP15
CUST006225,39,South,2021-04-08,Social Media,CAMP23
CUST006226,59,East,2022-04-18,Paid Search,CAMP11
CUST006227,52,South,2025-04-13,Email,CAMP05
CUST006228,56,North,2024-06-12,Email,CAMP07
CUST006229,18,North,2021-03-31,Email,CAMP03
CUST006230,44,Central,2024-07-09,Email,CAMP01
CUST006231,45,Central,2025-09-04,Organic,
CUST006232,54,Central,2023-11-07,Social Media,CAMP22
CUST006233,26,East,2022-06-27,Paid Search,CAMP11
CUST006234,27,Central,2025-09-14,Social Media,CAMP20
CUST006235,62,East,2025-09-11,Paid Search,CAMP11
CUST006236,57,East,2024-10-21,Social Media,CAMP24
CUST006237,65,East,2023-01-28,Email,CAMP06
CUST006238,33,South,2023-02-07,Social Media,CAMP20
CUST006239,75,East,2022-04-27,Organic,
CUST006240,33,East,2025-02-12,Social Media,CAMP25
CUST006241,55,Central,2025-04-17,Email,CAMP06
CUST006242,27,North,2022-03-19,Organic,
CUST006243,71,North,2023-02-09,Email,CAMP05
CUST006244,37,South,2023-01-29,Paid Search,CAMP16
CUST006245,64,North,2024-11-28,Email,CAMP06
CUST006246,37,Central,2021-04-07,Organic,
CUST006247,63,East,2023-01-12,Email,CAMP01
CUST006248,44,South,2025-07-29,Social Media,CAMP25
CUST006249,21,East,2023-10-02,Social Media,CAMP21
CUST006250,29,East,2022-05-19,Email,CAMP06
CUST006251,57,North,2025-09-28,Paid Search,CAMP13
CUST006252,29,South,2021-07-07,Paid Search,CAMP18
CUST006253,33,South,2023-04-04,Paid Search,CAMP11
CUST006254,49,East,2024-11-12,Email,CAMP07
CUST006255,32,West,2022-12-08,Email,CAMP08
CUST006256,25,South,2025-09-22,Email,CAMP09
CUST006257,54,East,2025-01-28,Paid Search,CAMP11
CUST006258,57,West,2025-03-13,Email,CAMP07
CUST006259,60,South,2023-05-30,Email,CAMP05
CUST006260,72,East,2022-08-14,Social Media,CAMP21
CUST006261,25,South,2024-08-17,Email,CAMP04
CUST006262,42,South,2025-12-27,Email,CAMP02
CUST006263,31,East,2023-11-27,Social Media,CAMP21
CUST006264,70,South,2022-05-19,Email,CAMP02
CUST006265,49,East,2025-09-28,Organic,
CUST006266,23,West,2022-02-25,Email,CAMP10
CUST006267,58,South,2021-08-29,Organic,
CUST006268,20,Central,2022-01-02,Paid Search,CAMP17
CUST006269,33,North,2021-12-31,Social Media,CAMP23
CUST006270,59,East,2021-01-28,Paid Search,CAMP14
CUST006271,47,East,2022-06-10,Email,CAMP06
CUST006272,62,East,2023-11-27,Organic,
CUST006273,51,Central,2025-07-07,Paid Search,CAMP16
CUST006274,66,South,2024-09-04,Social Media,CAMP21
CUST006275,50,South,2024-08-24,Social Media,CAMP20
CUST006276,21,East,2024-01-17,Email,CAMP09
CUST006277,22,East,2025-02-17,Email,CAMP01
CUST006278,63,West,2023-08-31,Paid Search,CAMP17
CUST006279,20,West,2024-11-29,Paid Search,CAMP17
CUST006280,39,North,2024-03-17,Organic,
CUST006281,18,West,2021-09-27,Paid Search,CAMP16
CUST006282,35,West,2025-05-10,Social Media,CAMP20
CUST006283,52,East,2024-04-22,Email,CAMP04
CUST006284,28,South,2022-07-18,Paid Search,CAMP13
CUST006285,45,Central,2024-12-26,Paid Search,CAMP15
CUST006286,75,West,2023-05-20,Organic,
CUST006287,22,South,2021-01-13,Paid Search,CAMP14
CUST006288,21,South,2025-07-07,Social Media,CAMP19
CUST006289,33,West,2023-05-25,Organic,
CUST006290,65,Central,2022-05-11,Organic,
CUST006291,41,East,2023-05-23,Social Media,CAMP20
CUST006292,55,Central,2021-03-28,Paid Search,CAMP18
CUST006293,19,South,2025-07-04,Organic,
CUST006294,60,South,2022-08-31,Organic,
CUST006295,21,West,2022-12-26,Paid Search,CAMP12
CUST006296,59,North,2024-04-27,Social Media,CAMP20
CUST006297,26,North,2023-07-02,Email,CAMP03
CUST006298,67,West,2021-04-26,Paid Search,CAMP12
CUST006299,35,South,2023-02-28,Social Media,CAMP24
CUST006300,28,North,2021-12-25,Paid Search,CAMP14
CUST006301,37,North,2022-07-09,Email,CAMP05
CUST006302,18,North,2023-02-27,Paid Search,CAMP12
CUST006303,27,South,2021-06-21,Email,CAMP07
CUST006304,52,South,2022-11-16,Social Media,CAMP22
CUST006305,35,Central,2021-12-31,Social Media,CAMP23
CUST006306,38,East,2025-08-12,Paid Search,CAMP16
CUST006307,64,West,2023-03-05,Paid Search,CAMP11
CUST006308,25,North,2023-08-26,Social Media,CAMP25
CUST006309,40,North,2021-05-12,Paid Search,CAMP15
CUST006310,28,Central,2025-06-11,Organic,
CUST006311,46,East,2021-08-05,Organic,
CUST006312,37,West,2023-01-01,Paid Search,CAMP15
CUST006313,20,South,2024-04-22,Paid Search,CAMP12
CUST006314,22,East,2023-12-01,Paid Search,CAMP12
CUST006315,67,East,2023-10-30,Paid Search,CAMP13
CUST006316,21,North,2023-10-29,Email,CAMP08
CUST006317,63,West,2022-11-04,Paid Search,CAMP12
CUST006318,71,South,2021-10-21,Email,CAMP04
CUST006319,45,East,2025-12-17,Paid Search,CAMP13
CUST006320,36,North,2021-01-28,Email,CAMP08
CUST006321,63,East,2022-01-09,Organic,
CUST006322,74,West,2022-05-06,Email,CAMP01
CUST006323,24,South,2022-06-04,Organic,
CUST006324,73,Central,2021-04-05,Paid Search,CAMP18
CUST006325,72,South,2024-05-20,Social Media,CAMP20
CUST006326,26,Central,2024-09-23,Organic,
CUST006327,21,West,2021-12-24,Paid Search,CAMP14
CUST006328,59,Central,2025-03-24,Email,CAMP06
CUST006329,22,West,2022-08-22,Organic,
CUST006330,52,East,2022-09-15,Email,CAMP04
CUST006331,21,South,2023-04-25,Email,CAMP07
CUST006332,58,West,2021-11-17,Paid Search,CAMP12
CUST006333,31,Central,2025-01-09,Email,CAMP05
CUST006334,23,East,2021-09-30,Paid Search,CAMP11
CUST006335,21,West,2025-03-18,Paid Search,CAMP14
CUST006336,28,East,2023-07-20,Organic,
CUST006337,49,North,2022-02-13,Email,CAMP10
CUST006338,22,North,2023-03-20,Organic,
CUST006339,64,East,2024-12-21,Paid Search,CAMP18
CUST006340,53,West,2025-09-20,Organic,
CUST006341,35,West,2022-09-17,Organic,
CUST006342,75,East,2025-07-16,Paid Search,CAMP12
CUST006343,56,South,2023-08-21,Organic,
CUST006344,56,South,2025-09-29,Email,CAMP08
CUST006345,28,North,2023-06-05,Organic,
CUST006346,59,North,2024-04-07,Organic,
CUST006347,50,East,2024-07-13,Social Media,CAMP20
CUST006348,75,West,2025-03-30,Social Media,CAMP23
CUST006349,45,Central,2023-05-27,Social Media,CAMP21
CUST006350,57,North,2025-01-13,Organic,
CUST006351,37,West,2021-12-14,Paid Search,CAMP12
CUST006352,20,East,2022-06-29,Paid Search,CAMP14
CUST006353,25,South,2021-02-21,Paid Search,CAMP11
CUST006354,68,West,2024-01-30,Email,CAMP08
CUST006355,60,Central,2023-06-28,Email,CAMP10
CUST006356,39,South,2023-07-14,Social Media,CAMP24
CUST006357,58,East,2023-04-14,Email,CAMP01
CUST006358,18,South,2023-11-06,Social Media,CAMP25
CUST006359,20,North,2024-01-01,Organic,
CUST006360,47,North,2023-03-14,Email,CAMP05
CUST006361,54,North,2025-05-22,Email,CAMP07
CUST006362,72,West,2022-04-01,Organic,
CUST006363,62,North,2023-07-04,Organic,
CUST006364,32,West,2024-12-23,Social Media,CAMP24
CUST006365,65,Central,2024-06-21,Email,CAMP02
CUST006366,46,Central,2021-10-09,Paid Search,CAMP15
CUST006367,65,South,2024-03-15,Organic,
CUST006368,28,North,2022-05-09,Social Media,CAMP21
CUST006369,19,East,2023-06-29,Email,CAMP05
CUST006370,21,North,2025-01-29,Email,CAMP04
CUST006371,75,South,2023-02-14,Paid Search,CAMP15
CUST006372,22,East,2025-06-28,Social Media,CAMP21
CUST006373,72,East,2023-10-20,Email,CAMP04
CUST006374,60,North,2025-09-04,Paid Search,CAMP14
CUST006375,26,North,2024-03-10,Social Media,CAMP22
CUST006376,68,Central,2025-10-09,Social Media,CAMP22
CUST006377,26,Central,2022-06-16,Email,CAMP02
CUST006378,26,East,2021-09-22,Social Media,CAMP22
CUST006379,51,East,2025-11-18,Email,CAMP09
CUST006380,34,East,2023-09-13,Organic,
CUST006381,34,North,2025-07-27,Email,CAMP03
CUST006382,29,Central,2021-11-24,Email,CAMP06
CUST006383,53,North,2025-06-08,Paid Search,CAMP12
CUST006384,19,West,2023-06-08,Email,CAMP04
CUST006385,32,North,2021-07-02,Social Media,CAMP22
CUST006386,50,West,2024-09-10,Social Media,CAMP25
CUST006387,46,West,2023-10-09,Email,CAMP06
CUST006388,58,West,2025-11-16,Paid Search,CAMP13
CUST006389,30,East,2024-04-10,Email,CAMP10
CUST006390,55,East,2025-11-05,Social Media,CAMP20
CUST006391,62,East,2025-06-14,Email,CAMP08
CUST006392,40,West,2023-11-21,Organic,
CUST006393,32,East,2024-03-11,Social Media,CAMP22
CUST006394,50,East,2022-12-18,Organic,
CUST006395,51,West,2025-03-16,Email,CAMP05
CUST006396,23,North,2022-10-19,Email,CAMP06
CUST006397,50,East,2025-05-28,Email,CAMP04
CUST006398,26,North,2023-09-26,Organic,
CUST006399,50,West,2025-11-07,Social Media,CAMP20
CUST006400,72,South,2021-08-03,Email,CAMP10
CUST006401,49,West,2022-07-05,Organic,
CUST006402,62,North,2022-11-21,Social Media,CAMP22
CUST006403,35,East,2024-05-09,Email,CAMP05
CUST006404,71,North,2021-09-01,Paid Search,CAMP18
CUST006405,65,Central,2022-04-28,Social Media,CAMP23
CUST006406,71,North,2021-04-23,Social Media,CAMP20
CUST006407,61,East,2022-07-29,Email,CAMP06
CUST006408,55,North,2025-10-21,Email,CAMP01
CUST006409,48,West,2025-06-30,Email,CAMP04
CUST006410,71,South,2022-08-03,Social Media,CAMP20
CUST006411,67,East,2024-07-09,Email,CAMP09
CUST006412,42,North,2023-05-14,Email,CAMP07
CUST006413,22,South,2022-07-06,Social Media,CAMP20
CUST006414,18,North,2024-06-24,Organic,
CUST006415,31,East,2022-10-15,Email,CAMP01
CUST006416,21,North,2023-07-20,Organic,
CUST006417,30,Central,2021-05-16,Paid Search,CAMP11
CUST006418,24,South,2025-07-01,Paid Search,CAMP14
CUST006419,74,East,2025-06-02,Email,CAMP08
CUST006420,23,South,2025-07-19,Organic,
CUST006421,54,South,2023-01-03,Email,CAMP08
CUST006422,38,Central,2022-05-23,Organic,
CUST006423,28,West,2023-10-05,Social Media,CAMP21
CUST006424,58,East,2023-02-22,Organic,
CUST006425,74,West,2022-08-28,Paid Search,CAMP15
CUST006426,63,North,2022-01-01,Paid Search,CAMP14
CUST006427,74,Central,2022-10-16,Organic,
CUST006428,52,East,2025-08-28,Organic,
CUST006429,57,Central,2024-08-09,Paid Search,CAMP14
CUST006430,26,West,2021-04-20,Paid Search,CAMP17
CUST006431,67,South,2022-03-30,Email,CAMP05
CUST006432,61,East,2025-01-12,Social Media,CAMP24
CUST006433,32,Central,2022-07-14,Social Media,CAMP25
CUST006434,38,North,2025-02-26,Social Media,CAMP20
CUST006435,53,East,2024-09-16,Email,CAMP08
CUST006436,18,East,2025-05-24,Email,CAMP06
CUST006437,65,South,2025-09-23,Social Media,CAMP20
CUST006438,34,South,2024-04-01,Email,CAMP05
CUST006439,22,West,2025-02-14,Paid Search,CAMP14
CUST006440,37,Central,2023-07-31,Paid Search,CAMP11
CUST006441,66,East,2025-05-24,Paid Search,CAMP17
CUST006442,33,Central,2024-01-08,Social Media,CAMP22
CUST006443,49,North,2021-06-18,Organic,
CUST006444,65,North,2021-12-16,Social Media,CAMP22
CUST006445,19,North,2023-04-06,Social Media,CAMP20
CUST006446,62,East,2021-11-17,Organic,
CUST006447,34,East,2021-12-08,Paid Search,CAMP11
CUST006448,58,North,2024-12-17,Social Media,CAMP21
CUST006449,28,East,2021-04-01,Social Media,CAMP20
CUST006450,26,West,2023-09-23,Email,CAMP01
CUST006451,63,East,2024-10-08,Email,CAMP01
CUST006452,64,East,2025-08-30,Paid Search,CAMP14
CUST006453,74,East,2023-01-15,Paid Search,CAMP15
CUST006454,57,Central,2022-05-04,Email,CAMP01
CUST006455,45,West,2024-07-08,Organic,
CUST006456,29,Central,2022-05-31,Email,CAMP05
CUST006457,35,Central,2021-07-19,Email,CAMP08
CUST006458,55,Central,2023-07-21,Paid Search,CAMP11
CUST006459,38,North,2022-06-12,Email,CAMP02
CUST006460,46,East,2021-05-25,Email,CAMP10
CUST006461,27,South,2024-03-09,Social Media,CAMP23
CUST006462,43,North,2024-09-17,Paid Search,CAMP11
CUST006463,31,East,2025-09-09,Social Media,CAMP20
CUST006464,24,North,2021-11-01,Paid Search,CAMP12
CUST006465,25,East,2024-12-13,Social Media,CAMP25
CUST006466,48,West,2023-10-24,Social Media,CAMP24
CUST006467,39,South,2022-01-13,Email,CAMP10
CUST006468,23,Central,2021-06-30,Social Media,CAMP23
CUST006469,47,West,2021-10-03,Organic,
CUST006470,27,West,2023-01-18,Social Media,CAMP21
CUST006471,18,North,2024-08-09,Paid Search,CAMP18
CUST006472,25,Central,2023-10-18,Email,CAMP09
CUST006473,44,North,2021-12-18,Organic,
CUST006474,73,Central,2023-08-27,Paid Search,CAMP12
CUST006475,32,North,2022-11-30,Social Media,CAMP24
CUST006476,34,North,2025-11-16,Organic,
CUST006477,32,South,2025-06-17,Email,CAMP01
CUST006478,38,West,2024-05-08,Email,CAMP06
CUST006479,59,Central,2024-09-20,Email,CAMP10
CUST006480,36,West,2023-09-01,Organic,
CUST006481,56,West,2024-02-11,Social Media,CAMP21
CUST006482,70,South,2024-04-08,Organic,
CUST006483,72,Central,2025-08-01,Social Media,CAMP23
CUST006484,50,South,2024-09-12,Social Media,CAMP21
CUST006485,59,Central,2025-02-08,Social Media,CAMP21
CUST006486,71,West,2025-10-10,Email,CAMP02
CUST006487,63,South,2022-03-25,Email,CAMP08
CUST006488,35,South,2021-09-26,Email,CAMP10
CUST006489,25,West,2025-06-02,Email,CAMP04
CUST006490,24,Central,2024-07-28,Email,CAMP07
CUST006491,69,West,2021-08-31,Organic,
CUST006492,50,Central,2021-01-24,Paid Search,CAMP18
CUST006493,35,Central,2022-12-04,Email,CAMP10
CUST006494,38,South,2021-01-12,Organic,
CUST006495,34,East,2024-08-29,Paid Search,CAMP18
CUST006496,64,East,2024-07-27,Organic,
CUST006497,53,North,2023-04-10,Email,CAMP01
CUST006498,69,West,2023-10-10,Email,CAMP01
CUST006499,35,South,2024-06-18,Organic,
CUST006500,45,West,2024-12-31,Paid Search,CAMP18
CUST006501,25,East,2025-03-16,Paid Search,CAMP14
CUST006502,74,West,2022-11-21,Paid Search,CAMP13
CUST006503,47,East,2023-01-21,Organic,
CUST006504,50,East,2021-10-06,Email,CAMP10
CUST006505,41,North,2022-07-14,Paid Search,CAMP15
CUST006506,33,West,2024-03-20,Paid Search,CAMP18
CUST006507,73,South,2024-11-12,Organic,
CUST006508,46,East,2023-08-09,Email,CAMP04
CUST006509,57,Central,2022-02-19,Email,CAMP04
CUST006510,20,East,2022-06-29,Social Media,CAMP19
CUST006511,34,South,2023-05-31,Paid Search,CAMP18
CUST006512,64,South,2023-05-01,Paid Search,CAMP14
CUST006513,23,East,2025-08-30,Organic,
CUST006514,23,South,2023-09-29,Paid Search,CAMP16
CUST006515,64,South,2024-12-28,Social Media,CAMP20
CUST006516,35,North,2022-01-12,Email,CAMP01
CUST006517,33,East,2022-03-23,Social Media,CAMP21
CUST006518,50,East,2024-09-01,Social Media,CAMP22
CUST006519,29,East,2023-01-11,Social Media,CAMP23
CUST006520,20,East,2024-01-15,Social Media,CAMP19
CUST006521,18,East,2022-12-09,Paid Search,CAMP18
CUST006522,22,South,2021-05-01,Email,CAMP04
CUST006523,27,Central,2022-10-26,Paid Search,CAMP15
CUST006524,58,East,2023-07-03,Email,CAMP06
CUST006525,35,West,2023-11-28,Organic,
CUST006526,22,East,2022-05-08,Organic,
CUST006527,18,South,2023-04-06,Email,CAMP01
CUST006528,45,West,2025-06-11,Social Media,CAMP23
CUST006529,66,North,2023-07-08,Paid Search,CAMP14
CUST006530,37,Central,2023-04-03,Paid Search,CAMP12
CUST006531,21,East,2022-07-25,Email,CAMP04
CUST006532,31,North,2021-09-20,Paid Search,CAMP17
CUST006533,46,East,2025-10-23,Organic,
CUST006534,28,West,2024-04-30,Social Media,CAMP20
CUST006535,74,North,2021-10-08,Organic,
CUST006536,62,South,2022-04-28,Paid Search,CAMP18
CUST006537,37,Central,2025-06-01,Social Media,CAMP21
CUST006538,73,South,2025-10-18,Email,CAMP05
CUST006539,36,North,2023-09-17,Paid Search,CAMP18
CUST006540,26,North,2021-03-06,Social Media,CAMP24
CUST006541,72,East,2025-02-14,Social Media,CAMP20
CUST006542,73,East,2021-08-28,Paid Search,CAMP12
CUST006543,36,East,2024-03-01,Organic,
CUST006544,52,Central,2025-12-19,Paid Search,CAMP17
CUST006545,28,North,2021-02-23,Organic,
CUST006546,55,North,2025-09-28,Email,CAMP05
CUST006547,58,North,2021-04-25,Organic,
CUST006548,59,East,2021-04-22,Email,CAMP01
CUST006549,50,North,2023-10-21,Social Media,CAMP23
CUST006550,58,South,2022-11-24,Social Media,CAMP24
CUST006551,50,West,2022-03-18,Organic,
CUST006552,65,North,2025-09-14,Paid Search,CAMP12
CUST006553,28,Central,2022-11-29,Email,CAMP03
CUST006554,46,Central,2022-05-10,Organic,
CUST006555,42,East,2024-10-31,Paid Search,CAMP18
CUST006556,48,Central,2025-04-19,Social Media,CAMP23
CUST006557,26,West,2024-04-11,Email,CAMP05
CUST006558,36,South,2023-08-10,Email,CAMP09
CUST006559,73,East,2023-02-10,Social Media,CAMP21
CUST006560,24,North,2025-01-14,Email,CAMP01
CUST006561,54,East,2024-04-01,Paid Search,CAMP17
CUST006562,56,West,2024-04-26,Email,CAMP07
CUST006563,45,East,2025-12-10,Social Media,CAMP24
CUST006564,19,South,2025-01-08,Paid Search,CAMP18
CUST006565,19,West,2024-11-14,Email,CAMP05
CUST006566,33,Central,2022-09-21,Organic,
CUST006567,23,North,2024-11-20,Email,CAMP09
CUST006568,23,South,2025-12-03,Email,CAMP05
CUST006569,27,North,2024-07-08,Social Media,CAMP19
CUST006570,29,Central,2022-12-24,Email,CAMP10
CUST006571,66,East,2021-01-25,Social Media,CAMP24
CUST006572,55,North,2021-03-11,Organic,
CUST006573,19,East,2022-07-16,Organic,
CUST006574,54,East,2024-11-03,Organic,
CUST006575,25,North,2021-07-03,Social Media,CAMP20
CUST006576,42,Central,2022-02-02,Email,CAMP03
CUST006577,20,West,2022-10-30,Email,CAMP02
CUST006578,23,North,2021-06-19,Paid Search,CAMP11
CUST006579,25,Central,2023-12-17,Social Media,CAMP20
CUST006580,43,North,2024-06-05,Email,CAMP04
CUST006581,44,North,2021-02-17,Organic,
CUST006582,38,East,2024-11-24,Social Media,CAMP19
CUST006583,53,North,2021-08-22,Email,CAMP04
CUST006584,59,East,2024-03-02,Social Media,CAMP23
CUST006585,60,South,2021-04-12,Email,CAMP02
CUST006586,51,North,2022-03-24,Email,CAMP03
CUST006587,49,Central,2024-02-29,Email,CAMP06
CUST006588,46,South,2022-01-18,Social Media,CAMP25
CUST006589,31,South,2024-09-09,Social Media,CAMP20
CUST006590,46,South,2022-07-26,Paid Search,CAMP13
CUST006591,18,West,2025-06-04,Email,CAMP04
CUST006592,74,North,2024-06-10,Social Media,CAMP21
CUST006593,39,North,2022-09-29,Paid Search,CAMP18
CUST006594,61,Central,2021-04-19,Paid Search,CAMP12
CUST006595,73,North,2024-10-09,Social Media,CAMP21
CUST006596,46,Central,2025-04-22,Paid Search,CAMP13
CUST006597,67,East,2023-04-22,Organic,
CUST006598,45,West,2025-10-25,Organic,
CUST006599,25,North,2023-01-04,Social Media,CAMP22
CUST006600,19,Central,2025-06-04,Paid Search,CAMP12
CUST006601,25,South,2021-08-26,Email,CAMP02
CUST006602,72,North,2023-02-13,Paid Search,CAMP13
CUST006603,45,West,2024-09-02,Social Media,CAMP21
CUST006604,36,North,2023-08-21,Paid Search,CAMP16
CUST006605,43,South,2023-09-13,Organic,
CUST006606,32,East,2023-07-28,Email,CAMP10
CUST006607,68,North,2021-07-05,Email,CAMP02
CUST006608,75,North,2023-12-27,Social Media,CAMP20
CUST006609,22,East,2021-02-01,Paid Search,CAMP17
CUST006610,59,East,2025-04-10,Paid Search,CAMP16
CUST006611,37,East,2022-11-24,Organic,
CUST006612,20,West,2025-04-30,Email,CAMP04
CUST006613,71,South,2022-09-09,Social Media,CAMP24
CUST006614,21,South,2022-07-22,Organic,
CUST006615,29,South,2024-03-27,Email,CAMP06
CUST006616,19,South,2021-07-22,Social Media,CAMP22
CUST006617,45,North,2023-07-15,Paid Search,CAMP17
